instant,dteday,hr,weathersit,temp,atemp,hum,windspeed,cnt
8532,2011/12/27,5,2,12.3,13.635,64,19.0012,8
8533,2011/12/27,6,2,12.3,13.635,61,19.9995,35
8534,2011/12/27,7,2,12.3,14.395,65,19.0012,80
8535,2011/12/27,8,2,12.3,15.15,65,11.0014,164
8536,2011/12/27,9,3,13.12,16.665,66,7.0015,104
8537,2011/12/27,10,2,13.12,16.665,66,6.0032,60
8538,2011/12/27,11,3,13.12,16.665,66,7.0015,30
8539,2011/12/27,12,3,12.3,15.91,81,6.0032,24
8540,2011/12/27,13,3,12.3,15.15,87,8.9981,20
8541,2011/12/27,14,3,17.22,21.21,82,26.0027,14
8542,2011/12/27,15,3,17.22,21.21,82,26.0027,19
8543,2011/12/27,16,3,18.04,21.97,88,22.0028,46
8544,2011/12/27,17,3,16.4,20.455,87,8.9981,115
8545,2011/12/27,18,1,15.58,19.695,87,19.0012,135
8546,2011/12/27,19,1,13.94,16.665,87,11.0014,90
8547,2011/12/27,20,1,13.12,16.665,93,6.0032,69
8548,2011/12/27,21,1,13.12,16.665,87,6.0032,63
8549,2011/12/27,22,1,13.12,16.665,87,6.0032,32
8550,2011/12/27,23,1,12.3,15.15,93,8.9981,26
8551,2011/12/28,0,1,13.12,15.91,87,11.0014,10
8552,2011/12/28,1,1,13.12,15.91,76,11.0014,12
8553,2011/12/28,2,1,13.12,15.15,61,16.9979,7
8554,2011/12/28,3,1,13.12,15.15,61,16.9979,4
8555,2011/12/28,5,1,13.12,14.395,57,23.9994,9
8556,2011/12/28,6,1,13.12,15.15,57,16.9979,43
8557,2011/12/28,7,1,13.12,15.15,57,16.9979,110
8558,2011/12/28,8,1,13.12,14.395,57,23.9994,217
8559,2011/12/28,9,1,13.12,15.15,57,22.0028,189
8560,2011/12/28,10,1,13.94,15.91,57,15.0013,96
8561,2011/12/28,11,1,14.76,16.665,46,23.9994,111
8562,2011/12/28,12,1,13.94,14.395,46,36.9974,140
8563,2011/12/28,13,1,13.94,14.395,39,31.0009,159
8564,2011/12/28,14,1,13.12,14.395,39,26.0027,120
8565,2011/12/28,15,1,13.12,14.395,36,27.9993,117
8566,2011/12/28,16,1,12.3,13.635,36,27.9993,167
8567,2011/12/28,17,1,11.48,13.635,38,16.9979,250
8568,2011/12/28,18,1,10.66,11.365,38,22.0028,169
8569,2011/12/28,19,1,9.84,11.365,41,16.9979,151
8570,2011/12/28,20,1,9.84,11.365,41,15.0013,79
8571,2011/12/28,21,1,9.02,11.365,44,8.9981,70
8572,2011/12/28,22,1,9.02,12.12,44,7.0015,33
8573,2011/12/28,23,1,9.02,10.605,44,16.9979,39
8574,2011/12/29,0,2,9.02,11.365,47,12.998,28
8575,2011/12/29,1,1,9.02,10.605,47,15.0013,15
8576,2011/12/29,2,1,8.2,11.365,51,7.0015,3
8577,2011/12/29,3,1,8.2,9.85,55,12.998,2
8578,2011/12/29,4,1,8.2,10.605,55,11.0014,3
8579,2011/12/29,5,1,8.2,11.365,55,7.0015,10
8580,2011/12/29,6,1,8.2,12.88,59,0,41
8581,2011/12/29,7,1,7.38,10.605,64,6.0032,106
8582,2011/12/29,8,2,8.2,12.88,64,0,210
8583,2011/12/29,9,2,8.2,10.605,64,8.9981,170
8584,2011/12/29,10,2,9.02,11.365,64,11.0014,110
8585,2011/12/29,11,2,9.84,12.88,60,6.0032,122
8586,2011/12/29,12,2,10.66,13.635,56,7.0015,130
8587,2011/12/29,13,2,11.48,14.395,52,7.0015,131
8588,2011/12/29,14,2,12.3,16.665,52,0,142
8589,2011/12/29,15,2,12.3,15.91,52,6.0032,177
8590,2011/12/29,16,1,12.3,15.15,52,11.0014,177
8591,2011/12/29,17,1,12.3,15.15,61,11.0014,240
8592,2011/12/29,18,1,12.3,15.15,56,8.9981,207
8593,2011/12/29,19,1,12.3,15.91,56,7.0015,135
8594,2011/12/29,20,1,11.48,14.395,65,7.0015,96
8595,2011/12/29,21,2,11.48,14.395,61,8.9981,68
8596,2011/12/29,22,1,11.48,14.395,65,8.9981,55
8597,2011/12/29,23,1,12.3,15.15,65,11.0014,45
8598,2011/12/30,0,1,11.48,14.395,70,8.9981,30
8599,2011/12/30,1,1,10.66,14.395,65,6.0032,20
8600,2011/12/30,2,1,9.84,12.88,70,7.0015,12
8601,2011/12/30,3,1,9.84,12.88,70,7.0015,6
8602,2011/12/30,4,1,9.84,12.88,70,6.0032,2
8603,2011/12/30,5,1,9.02,12.88,75,6.0032,10
8604,2011/12/30,6,1,9.84,12.88,70,6.0032,32
8605,2011/12/30,7,1,9.84,12.88,75,6.0032,95
8606,2011/12/30,8,2,9.84,12.88,75,6.0032,205
8607,2011/12/30,9,1,10.66,15.15,75,0,194
8608,2011/12/30,10,1,12.3,14.395,65,16.9979,118
8609,2011/12/30,11,1,13.12,15.91,66,12.998,171
8610,2011/12/30,12,1,13.12,16.665,57,8.9981,197
8611,2011/12/30,13,2,14.76,17.425,53,8.9981,207
8612,2011/12/30,14,2,16.4,20.455,47,6.0032,245
8613,2011/12/30,15,1,17.22,21.21,44,0,292
8614,2011/12/30,16,1,17.22,21.21,47,12.998,283
8615,2011/12/30,17,1,15.58,19.695,54,11.0014,242
8616,2011/12/30,18,1,14.76,17.425,62,8.9981,182
8617,2011/12/30,19,2,13.94,15.15,49,27.9993,112
8618,2011/12/30,20,2,13.94,17.425,66,7.0015,91
8619,2011/12/30,21,2,14.76,18.18,66,7.0015,95
8620,2011/12/30,22,2,13.94,16.665,71,11.0014,85
8621,2011/12/30,23,2,14.76,16.665,66,16.9979,73
8622,2011/12/31,0,2,15.58,19.695,62,22.0028,44
8623,2011/12/31,1,2,16.4,20.455,62,19.0012,35
8624,2011/12/31,2,2,16.4,20.455,62,19.0012,28
8625,2011/12/31,3,2,16.4,20.455,62,19.0012,18
8626,2011/12/31,4,1,15.58,19.695,71,15.0013,10
8627,2011/12/31,5,2,14.76,17.425,76,15.0013,1
8628,2011/12/31,6,2,16.4,20.455,71,6.0032,6
8629,2011/12/31,7,3,15.58,19.695,76,0,19
8630,2011/12/31,8,1,13.94,16.665,81,8.9981,49
8631,2011/12/31,9,1,15.58,19.695,76,0,90
8632,2011/12/31,10,1,16.4,20.455,76,11.0014,128
8633,2011/12/31,11,1,17.22,21.21,71,11.0014,217
8634,2011/12/31,12,1,21.32,25,39,19.9995,273
8635,2011/12/31,13,1,20.5,24.24,42,32.9975,313
8636,2011/12/31,14,1,18.86,22.725,51,22.0028,300
8637,2011/12/31,15,1,18.86,22.725,47,32.9975,253
8638,2011/12/31,16,1,18.04,21.97,51,26.0027,195
8639,2011/12/31,17,1,17.22,21.21,54,12.998,129
8640,2011/12/31,18,1,17.22,21.21,54,8.9981,93
8641,2011/12/31,19,1,17.22,21.21,54,15.0013,92
8642,2011/12/31,20,1,17.22,21.21,54,15.0013,71
8643,2011/12/31,21,1,16.4,20.455,58,12.998,52
8644,2011/12/31,22,1,15.58,19.695,62,8.9981,38
8645,2011/12/31,23,1,14.76,18.94,66,0,31
0,2011/12/00,0,0,0,0,0,0,87323
0,2011/00/00,0,0,0,0,0,0,2401054
8646,2012/1/1,0,1,14.76,18.94,66,0,48
8647,2012/1/1,1,1,14.76,17.425,66,8.9981,93
8648,2012/1/1,2,1,13.12,17.425,76,0,75
8649,2012/1/1,3,1,12.3,16.665,81,0,52
8650,2012/1/1,4,1,11.48,15.15,81,6.0032,8
8651,2012/1/1,5,1,11.48,14.395,81,7.0015,5
8652,2012/1/1,6,1,10.66,13.635,93,8.9981,2
8653,2012/1/1,7,1,10.66,12.88,93,11.0014,7
8654,2012/1/1,8,1,10.66,13.635,87,7.0015,14
8655,2012/1/1,9,1,10.66,13.635,93,7.0015,40
8656,2012/1/1,10,1,12.3,15.91,81,7.0015,70
8657,2012/1/1,11,1,13.94,16.665,76,8.9981,138
8658,2012/1/1,12,1,16.4,20.455,62,19.0012,201
8659,2012/1/1,13,1,17.22,21.21,58,19.0012,223
8660,2012/1/1,14,1,18.04,21.97,54,19.9995,267
8661,2012/1/1,15,1,18.86,22.725,51,19.9995,265
8662,2012/1/1,16,2,18.04,21.97,54,19.9995,215
8663,2012/1/1,17,2,19.68,23.485,48,11.0014,111
8664,2012/1/1,18,3,18.86,22.725,59,16.9979,106
8665,2012/1/1,19,3,17.22,21.21,67,26.0027,105
8666,2012/1/1,20,2,18.04,21.97,62,19.9995,83
8667,2012/1/1,21,2,18.04,21.97,67,16.9979,71
8668,2012/1/1,22,1,18.86,22.725,55,27.9993,66
8669,2012/1/1,23,1,18.04,21.97,51,19.9995,29
8670,2012/1/2,0,1,16.4,20.455,40,31.0009,39
8671,2012/1/2,1,1,14.76,16.665,43,27.9993,12
8672,2012/1/2,2,1,14.76,15.91,34,30.0026,7
8673,2012/1/2,4,1,11.48,12.88,45,22.0028,4
8674,2012/1/2,5,1,11.48,12.88,45,22.0028,4
8675,2012/1/2,6,1,10.66,11.365,41,26.0027,14
8676,2012/1/2,7,1,9.84,10.605,32,26.0027,16
8677,2012/1/2,8,1,9.84,11.365,35,16.9979,53
8678,2012/1/2,9,1,9.84,12.88,35,0,68
8679,2012/1/2,10,1,10.66,12.12,35,19.0012,109
8680,2012/1/2,11,1,10.66,10.605,35,32.9975,175
8681,2012/1/2,12,1,11.48,13.635,36,16.9979,202
8682,2012/1/2,13,1,12.3,13.635,36,19.9995,176
8683,2012/1/2,14,1,12.3,13.635,36,27.9993,151
8684,2012/1/2,15,1,11.48,12.12,38,30.0026,168
8685,2012/1/2,16,1,10.66,11.365,35,27.9993,154
8686,2012/1/2,17,1,10.66,11.365,35,26.0027,153
8687,2012/1/2,18,1,10.66,12.12,33,16.9979,126
8688,2012/1/2,19,1,9.84,11.365,38,15.0013,93
8689,2012/1/2,20,1,9.84,11.365,41,15.0013,88
8690,2012/1/2,21,2,9.84,10.605,41,22.0028,66
8691,2012/1/2,22,2,9.02,10.605,44,19.0012,39
8692,2012/1/2,23,1,9.02,10.605,44,16.9979,34
8693,2012/1/3,0,1,8.2,9.85,51,16.9979,13
8694,2012/1/3,1,1,7.38,9.09,55,15.0013,6
8695,2012/1/3,2,1,7.38,8.335,51,16.9979,3
8696,2012/1/3,3,1,6.56,6.82,55,19.0012,2
8697,2012/1/3,4,1,6.56,7.575,55,16.9979,5
8698,2012/1/3,5,1,5.74,6.82,54,12.998,12
8699,2012/1/3,6,1,5.74,6.06,59,19.0012,85
8700,2012/1/3,7,1,5.74,6.06,59,16.9979,170
8701,2012/1/3,8,1,6.56,6.82,55,19.0012,354
8702,2012/1/3,9,1,6.56,6.82,50,19.0012,153
8703,2012/1/3,10,1,6.56,6.06,47,31.0009,60
8704,2012/1/3,11,1,7.38,6.82,37,35.0008,75
8705,2012/1/3,12,1,7.38,6.82,37,35.0008,74
8706,2012/1/3,13,1,7.38,6.06,34,43.9989,73
8707,2012/1/3,14,1,6.56,6.06,43,35.0008,79
8708,2012/1/3,15,1,6.56,6.06,37,27.9993,77
8709,2012/1/3,16,1,5.74,4.545,39,39.0007,136
8710,2012/1/3,17,1,5.74,5.305,26,31.0009,245
8711,2012/1/3,18,1,5.74,4.545,26,35.0008,224
8712,2012/1/3,19,1,4.92,4.545,28,27.9993,156
8713,2012/1/3,20,1,4.92,6.06,33,16.9979,115
8714,2012/1/3,21,1,4.1,5.305,36,15.0013,68
8715,2012/1/3,22,1,4.1,5.305,46,16.9979,33
8716,2012/1/3,23,1,4.1,3.79,46,26.0027,18
8717,2012/1/4,0,1,3.28,3.03,42,22.0028,9
8718,2012/1/4,1,1,1.64,1.515,38,19.9995,3
8719,2012/1/4,2,1,0.82,0.76,34,19.0012,1
8720,2012/1/4,3,1,0.82,0.76,34,19.0012,1
8721,2012/1/4,4,1,0.82,2.275,41,12.998,2
8722,2012/1/4,5,1,0.82,2.275,41,12.998,14
8723,2012/1/4,6,1,0.82,2.275,41,11.0014,59
8724,2012/1/4,7,1,0.82,2.275,44,12.998,152
8725,2012/1/4,8,1,0.82,3.03,44,8.9981,315
8726,2012/1/4,9,1,1.64,3.03,45,8.9981,180
8727,2012/1/4,10,1,2.46,5.305,45,0,64
8728,2012/1/4,11,2,3.28,6.06,42,6.0032,46
8729,2012/1/4,12,2,4.1,5.305,46,12.998,84
8730,2012/1/4,13,2,5.74,6.06,43,16.9979,91
8731,2012/1/4,14,2,5.74,6.06,46,16.9979,75
8732,2012/1/4,15,2,7.38,7.575,37,22.0028,90
8733,2012/1/4,16,2,7.38,8.335,40,19.0012,131
8734,2012/1/4,17,2,8.2,9.85,40,12.998,281
8735,2012/1/4,18,2,8.2,10.605,37,8.9981,289
8736,2012/1/4,19,2,8.2,11.365,40,7.0015,184
8737,2012/1/4,20,2,8.2,9.85,40,12.998,123
8738,2012/1/4,21,2,8.2,12.88,44,0,90
8739,2012/1/4,22,2,8.2,11.365,47,6.0032,52
8740,2012/1/4,23,2,8.2,11.365,44,7.0015,32
8741,2012/1/5,0,2,9.02,11.365,47,12.998,14
8742,2012/1/5,1,1,8.2,11.365,51,6.0032,5
8743,2012/1/5,2,1,8.2,11.365,51,6.0032,4
8744,2012/1/5,3,1,8.2,12.88,61,0,4
8745,2012/1/5,4,2,8.2,11.365,59,6.0032,5
8746,2012/1/5,5,2,8.2,11.365,59,6.0032,26
8747,2012/1/5,6,2,8.2,10.605,75,8.9981,78
8748,2012/1/5,7,2,8.2,11.365,69,6.0032,215
8749,2012/1/5,8,2,8.2,12.88,75,0,388
8750,2012/1/5,9,2,9.02,13.635,69,0,227
8751,2012/1/5,10,2,9.84,12.88,52,6.0032,86
8752,2012/1/5,11,1,12.3,16.665,49,0,84
8753,2012/1/5,12,1,12.3,14.395,49,16.9979,120
8754,2012/1/5,13,1,13.94,15.15,42,19.9995,118
8755,2012/1/5,14,1,13.94,15.91,39,19.0012,117
8756,2012/1/5,15,1,14.76,16.665,34,19.0012,119
8757,2012/1/5,16,1,14.76,16.665,34,19.0012,197
8758,2012/1/5,17,2,14.76,17.425,34,12.998,412
8759,2012/1/5,18,1,13.94,16.665,36,11.0014,383
8760,2012/1/5,19,1,13.94,17.425,34,6.0032,265
8761,2012/1/5,20,1,12.3,16.665,49,0,177
8762,2012/1/5,21,1,10.66,13.635,60,8.9981,97
8763,2012/1/5,22,1,10.66,12.88,60,11.0014,71
8764,2012/1/5,23,1,9.84,12.88,70,7.0015,60
8765,2012/1/6,0,1,9.02,12.88,75,6.0032,25
8766,2012/1/6,1,1,9.02,13.635,75,0,8
8767,2012/1/6,2,1,9.02,11.365,69,11.0014,5
8768,2012/1/6,3,1,9.02,12.12,69,7.0015,4
8769,2012/1/6,4,1,9.02,11.365,69,8.9981,3
8770,2012/1/6,5,2,8.2,10.605,80,8.9981,13
8771,2012/1/6,6,2,9.02,12.12,73,7.0015,70
8772,2012/1/6,7,2,9.84,14.395,65,0,205
8773,2012/1/6,8,1,9.84,12.12,70,8.9981,447
8774,2012/1/6,9,1,9.84,12.12,70,11.0014,241
8775,2012/1/6,10,1,10.66,12.88,65,12.998,116
8776,2012/1/6,11,1,12.3,15.15,56,11.0014,138
8777,2012/1/6,12,1,14.76,16.665,50,16.9979,191
8778,2012/1/6,13,1,16.4,20.455,43,19.0012,204
8779,2012/1/6,14,1,18.86,22.725,36,12.998,178
8780,2012/1/6,15,1,21.32,25,27,16.9979,222
8781,2012/1/6,16,1,21.32,25,27,19.0012,294
8782,2012/1/6,17,1,18.86,22.725,36,15.0013,476
8783,2012/1/6,18,1,20.5,24.24,29,16.9979,419
8784,2012/1/6,19,1,18.86,22.725,33,19.0012,272
8785,2012/1/6,20,1,17.22,21.21,41,12.998,177
8786,2012/1/6,21,1,16.4,20.455,43,15.0013,154
8787,2012/1/6,22,1,14.76,17.425,50,12.998,135
8788,2012/1/6,23,1,14.76,18.94,50,0,101
8789,2012/1/7,0,1,14.76,17.425,50,11.0014,79
8790,2012/1/7,1,1,15.58,19.695,46,11.0014,62
8791,2012/1/7,2,1,14.76,18.18,50,7.0015,38
8792,2012/1/7,3,1,13.12,16.665,57,7.0015,20
8793,2012/1/7,4,1,13.12,16.665,57,6.0032,10
8794,2012/1/7,5,1,10.66,13.635,75,7.0015,9
8795,2012/1/7,6,1,10.66,13.635,75,7.0015,7
8796,2012/1/7,7,1,9.02,11.365,87,12.998,20
8797,2012/1/7,8,1,9.84,12.88,75,7.0015,64
8798,2012/1/7,9,1,9.02,11.365,80,8.9981,130
8799,2012/1/7,10,1,11.48,15.15,75,6.0032,203
8800,2012/1/7,11,1,13.94,15.91,57,15.0013,324
8801,2012/1/7,12,1,16.4,20.455,43,15.0013,376
8802,2012/1/7,13,1,18.04,21.97,44,12.998,445
8803,2012/1/7,14,1,20.5,24.24,42,19.0012,512
8804,2012/1/7,15,1,23.78,27.275,37,19.9995,449
8805,2012/1/7,16,2,22.96,?,37,19.0012,401
8806,2012/1/7,17,2,22.14,25.76,43,8.9981,322
8807,2012/1/7,18,1,22.14,25.76,45,8.9981,297
8808,2012/1/7,19,1,21.32,25,42,7.0015,215
8809,2012/1/7,20,1,20.5,24.24,39,16.9979,170
8810,2012/1/7,21,1,18.04,21.97,44,15.0013,140
8811,2012/1/7,22,1,18.04,21.97,38,16.9979,109
8812,2012/1/7,23,1,17.22,21.21,38,15.0013,119
8813,2012/1/8,0,1,15.58,19.695,40,19.0012,91
8814,2012/1/8,1,1,13.94,16.665,42,12.998,72
8815,2012/1/8,2,1,14.76,16.665,37,19.0012,67
8816,2012/1/8,3,1,13.94,16.665,42,8.9981,32
8817,2012/1/8,4,1,13.12,15.15,49,16.9979,6
8818,2012/1/8,5,2,13.12,16.665,49,7.0015,2
8819,2012/1/8,6,2,12.3,16.665,52,0,2
8820,2012/1/8,7,2,12.3,16.665,52,0,24
8821,2012/1/8,8,1,12.3,15.15,52,8.9981,57
8822,2012/1/8,9,1,13.12,16.665,53,8.9981,125
8823,2012/1/8,10,1,13.94,16.665,49,11.0014,208
8824,2012/1/8,11,1,14.76,17.425,46,15.0013,256
8825,2012/1/8,12,1,15.58,19.695,43,15.0013,351
8826,2012/1/8,13,1,16.4,20.455,37,19.9995,343
8827,2012/1/8,14,1,16.4,20.455,40,12.998,328
8828,2012/1/8,15,1,16.4,20.455,37,19.0012,330
8829,2012/1/8,16,1,16.4,20.455,37,19.9995,314
8830,2012/1/8,17,1,15.58,19.695,40,15.0013,219
8831,2012/1/8,18,1,13.94,15.91,46,15.0013,181
8832,2012/1/8,19,1,13.12,15.91,49,12.998,112
8833,2012/1/8,20,1,12.3,15.15,52,11.0014,126
8834,2012/1/8,21,1,11.48,13.635,56,15.0013,91
8835,2012/1/8,22,1,10.66,13.635,60,7.0015,58
8836,2012/1/8,23,1,10.66,12.12,56,16.9979,30
8837,2012/1/9,0,1,9.84,11.365,60,15.0013,15
8838,2012/1/9,1,1,9.84,12.12,60,8.9981,5
8839,2012/1/9,2,1,9.84,12.12,56,8.9981,5
8840,2012/1/9,3,1,9.84,12.12,52,11.0014,3
8841,2012/1/9,4,1,9.02,12.12,64,7.0015,4
8842,2012/1/9,5,2,8.2,11.365,64,6.0032,21
8843,2012/1/9,6,2,9.02,11.365,60,8.9981,88
8844,2012/1/9,7,2,9.02,12.12,60,7.0015,240
8845,2012/1/9,8,2,9.02,12.88,55,6.0032,420
8846,2012/1/9,9,2,9.02,13.635,64,0,197
8847,2012/1/9,10,1,9.84,14.395,60,0,108
8848,2012/1/9,11,2,10.66,14.395,56,6.0032,88
8849,2012/1/9,12,2,10.66,13.635,56,7.0015,103
8850,2012/1/9,13,2,10.66,13.635,56,7.0015,80
8851,2012/1/9,14,3,9.02,11.365,75,11.0014,50
8852,2012/1/9,15,3,9.02,11.365,75,11.0014,69
8853,2012/1/9,16,3,9.02,12.88,87,6.0032,49
8854,2012/1/9,17,3,9.02,13.635,87,0,152
8855,2012/1/9,18,4,8.2,11.365,86,6.0032,164
8856,2012/1/9,19,3,8.2,11.365,93,6.0032,190
8857,2012/1/9,20,2,8.2,11.365,86,6.0032,132
8858,2012/1/9,21,2,8.2,12.88,93,0,79
8859,2012/1/9,22,2,8.2,11.365,92,7.0015,62
8860,2012/1/9,23,2,9.02,12.12,87,7.0015,52
8861,2012/1/10,0,2,9.02,12.12,87,7.0015,14
8862,2012/1/10,1,2,9.02,12.12,93,7.0015,5
8863,2012/1/10,2,2,9.02,11.365,87,11.0014,4
8864,2012/1/10,4,2,8.2,10.605,86,11.0014,4
8865,2012/1/10,5,1,16.4,20.455,47,15.0013,23
8866,2012/1/10,6,2,7.38,9.09,93,12.998,79
8867,2012/1/10,7,2,7.38,9.85,93,11.0014,222
8868,2012/1/10,8,2,7.38,9.85,93,11.0014,471
8869,2012/1/10,9,2,7.38,9.85,93,11.0014,195
8870,2012/1/10,10,2,7.38,9.85,93,11.0014,83
8871,2012/1/10,11,1,17.22,21.21,38,19.9995,101
8872,2012/1/10,12,1,17.22,21.21,38,19.9995,140
8873,2012/1/10,13,1,17.22,21.21,38,19.9995,178
8874,2012/1/10,14,1,17.22,21.21,38,19.9995,106
8875,2012/1/10,15,1,17.22,21.21,38,19.9995,136
8876,2012/1/10,16,1,17.22,21.21,38,23.9994,240
8877,2012/1/10,17,1,17.22,21.21,38,16.9979,460
8878,2012/1/10,18,1,16.4,20.455,40,7.0015,385
8879,2012/1/10,19,1,15.58,19.695,46,7.0015,281
8880,2012/1/10,20,1,13.94,17.425,53,7.0015,200
8881,2012/1/10,21,1,13.12,16.665,66,6.0032,116
8882,2012/1/10,22,1,12.3,15.15,70,6.0032,114
8883,2012/1/10,23,1,10.66,13.635,81,7.0015,41
8884,2012/1/11,0,1,10.66,15.15,81,0,28
8885,2012/1/11,1,1,9.84,12.88,87,6.0032,7
8886,2012/1/11,2,1,8.2,10.605,85,11.0014,5
8887,2012/1/11,3,1,9.02,13.635,80,0,4
8888,2012/1/11,4,1,8.2,10.605,80,8.9981,2
8889,2012/1/11,5,1,8.2,10.605,80,8.9981,22
8890,2012/1/11,6,1,8.2,10.605,86,8.9981,74
8891,2012/1/11,7,1,8.2,10.605,80,8.9981,256
8892,2012/1/11,8,1,8.2,11.365,82,7.0015,499
8893,2012/1/11,9,2,8.2,10.605,86,8.9981,225
8894,2012/1/11,10,2,9.84,12.12,87,8.9981,97
8895,2012/1/11,11,2,10.66,14.395,87,6.0032,99
8896,2012/1/11,12,3,12.3,16.665,81,0,55
8897,2012/1/11,13,3,13.12,17.425,76,0,65
8898,2012/1/11,14,3,13.12,16.665,81,7.0015,73
8899,2012/1/11,15,2,13.94,17.425,87,6.0032,79
8900,2012/1/11,16,2,13.94,15.91,87,16.9979,118
8901,2012/1/11,17,3,13.94,15.91,87,15.0013,134
8902,2012/1/11,18,3,13.94,16.665,87,12.998,98
8903,2012/1/11,19,3,13.12,15.15,93,15.0013,93
8904,2012/1/11,20,3,13.12,15.91,93,11.0014,57
8905,2012/1/11,21,3,13.94,15.91,87,15.0013,29
8906,2012/1/11,22,3,13.94,16.665,87,12.998,49
8907,2012/1/11,23,3,13.94,15.91,87,15.0013,9
8908,2012/1/12,0,3,13.94,16.665,93,12.998,3
8909,2012/1/12,1,3,14.76,17.425,93,12.998,3
8910,2012/1/12,2,3,14.76,17.425,93,16.9979,2
8911,2012/1/12,3,3,14.76,17.425,93,16.9979,3
8912,2012/1/12,4,3,14.76,17.425,93,12.998,2
8913,2012/1/12,5,3,13.94,17.425,93,6.0032,16
8914,2012/1/12,6,3,14.76,17.425,93,8.9981,89
8915,2012/1/12,7,2,13.94,15.91,87,19.0012,220
8916,2012/1/12,8,1,13.12,15.91,81,12.998,508
8917,2012/1/12,9,1,13.12,16.665,81,7.0015,230
8918,2012/1/12,10,1,13.94,17.425,81,7.0015,90
8919,2012/1/12,11,2,13.94,17.425,81,7.0015,119
8920,2012/1/12,12,2,13.94,17.425,81,7.0015,144
8921,2012/1/12,13,1,17.22,21.21,77,11.0014,183
8922,2012/1/12,14,1,17.22,21.21,77,11.0014,156
8923,2012/1/12,15,1,18.04,21.97,72,8.9981,188
8924,2012/1/12,16,1,18.86,22.725,67,12.998,281
8925,2012/1/12,17,1,18.86,22.725,63,11.0014,495
8926,2012/1/12,18,1,18.04,21.97,67,12.998,421
8927,2012/1/12,19,2,17.22,21.21,71,11.0014,330
8928,2012/1/12,20,2,17.22,21.21,71,12.998,240
8929,2012/1/12,21,1,18.04,21.97,67,8.9981,174
8930,2012/1/12,22,1,15.58,19.695,76,19.9995,133
8931,2012/1/12,23,1,16.4,20.455,76,22.0028,67
8932,2012/1/13,0,2,16.4,20.455,71,19.0012,42
8933,2012/1/13,1,2,15.58,19.695,76,19.9995,12
8934,2012/1/13,2,1,16.4,20.455,76,23.9994,14
8935,2012/1/13,3,1,14.76,16.665,87,16.9979,7
8936,2012/1/13,4,3,13.12,14.395,70,32.9975,3
8937,2012/1/13,5,2,12.3,12.12,70,36.9974,21
8938,2012/1/13,6,2,10.66,12.88,75,15.0013,73
8939,2012/1/13,7,1,10.66,12.88,60,15.0013,177
8940,2012/1/13,8,1,9.84,10.605,52,23.9994,419
8941,2012/1/13,9,1,9.02,9.85,47,26.0027,214
8942,2012/1/13,10,1,9.84,9.85,44,30.0026,103
8943,2012/1/13,11,1,9.84,9.09,38,40.9973,114
8944,2012/1/13,12,1,9.84,9.85,38,32.9975,154
8945,2012/1/13,13,1,10.66,10.605,33,35.0008,154
8946,2012/1/13,14,1,10.66,10.605,33,36.9974,129
8947,2012/1/13,15,1,10.66,10.605,33,39.0007,138
8948,2012/1/13,16,1,11.48,12.12,30,31.0009,233
8949,2012/1/13,17,1,11.48,12.12,33,27.9993,332
8950,2012/1/13,18,1,10.66,11.365,38,19.9995,301
8951,2012/1/13,19,1,10.66,12.12,38,19.0012,206
8952,2012/1/13,20,1,9.84,12.12,41,11.0014,136
8953,2012/1/13,21,1,9.84,10.605,41,19.0012,102
8954,2012/1/13,22,1,8.2,9.09,47,22.0028,65
8955,2012/1/13,23,1,7.38,9.09,47,12.998,65
8956,2012/1/14,0,1,6.56,9.09,47,7.0015,44
8957,2012/1/14,1,1,6.56,7.575,47,12.998,50
8958,2012/1/14,2,1,6.56,8.335,47,11.0014,38
8959,2012/1/14,3,1,5.74,8.335,54,7.0015,20
8960,2012/1/14,4,1,5.74,7.575,50,8.9981,3
8961,2012/1/14,5,1,5.74,7.575,50,8.9981,4
8962,2012/1/14,6,1,5.74,7.575,50,0,5
8963,2012/1/14,7,1,5.74,7.575,50,8.9981,24
8964,2012/1/14,8,1,4.92,7.575,54,7.0015,92
8965,2012/1/14,9,1,5.74,8.335,50,7.0015,81
8966,2012/1/14,10,1,6.56,11.365,47,0,149
8967,2012/1/14,11,1,8.2,9.85,40,12.998,178
8968,2012/1/14,12,1,9.02,10.605,41,16.9979,219
8969,2012/1/14,13,1,9.02,10.605,44,19.0012,220
8970,2012/1/14,14,1,9.84,10.605,41,19.9995,231
8971,2012/1/14,15,1,9.84,10.605,38,19.9995,226
8972,2012/1/14,16,1,9.84,11.365,38,15.0013,206
8973,2012/1/14,17,1,9.84,11.365,41,16.9979,144
8974,2012/1/14,18,1,9.02,11.365,41,12.998,143
8975,2012/1/14,19,1,8.2,9.85,47,15.0013,102
8976,2012/1/14,20,1,8.2,9.85,44,16.9979,103
8977,2012/1/14,21,1,7.38,8.335,43,16.9979,69
8978,2012/1/14,22,1,6.56,6.82,47,23.9994,66
8979,2012/1/14,23,1,6.56,7.575,47,15.0013,76
8980,2012/1/15,0,1,6.56,6.82,47,22.0028,59
8981,2012/1/15,1,2,6.56,6.82,47,19.9995,42
8982,2012/1/15,2,2,6.56,6.82,47,19.0012,43
8983,2012/1/15,3,2,6.56,6.82,48,26.0027,25
8984,2012/1/15,4,2,6.56,6.82,47,26.0027,6
